title,category,context,char_count,word_count,code_switching,has_date,has_location,has_person,has_shhal,has_shno
الرئيس ماكرون رد على الاشاعة اللي كتقول ان مراتو تزادت راجل: هضرة خاوية وانا مستعد لكولشي باش يتحاسبو اللي كيروجو لهاد الكذبة,جورنالات بلادي,رد الرئيس الفرنسي إيمانويل ماكرون على الادعاء المنتشر على نطاق واسع، واللي كيقول إن مراتو بريجيت ماكرون تولدات راجل، وعبر ماكرون على غضبو الشديد فمقابلة مع مجلة “باري ماتش” الفرنسية.,182,30,0,0,0,1,0,1
يوسف النصيري حيح تاني مع فنربخشة وماركا لهم جوج بيوتا,كود سبور,واصل الدولي المغربي يوسف النصيري، التألق مع فنربخشة التركي وقادهم إلى رباح الفريق جديد فالبطولة التركية، وهذه المرة على أضنة ديمرسبور.,134,21,0,0,1,1,0,0
العيالات فموسم فيريا دي مالاگا.. الاناقة. الشعور بالأمان. الشراب. النشاط. الحب و البوسان. وماكاين لا اغتصاب لا تحرش – تصاور,الزين والحداكة,بحال إلى دخلتي ل “موسم” كبير فشي بلاصة من المغرب، ف الحجم ونوعا ما حتى شويا د الشكل (لافوار .طقوس شعبية لباس محلي) ولكن المضمون والاسلوب مختلف وكايبات الفرق كبير. هنا مالاگا، والناس عايشة على إيقاع “لا فييرا”، واحد المهرجان اللي كيعاود كل عام فالصيف، وكيخلي المدينة كاملة تتحول لعرس شعبي مفتوح.,294,52,0,0,1,0,0,0
عائلات الرهائن: نتنياهو هو العقبة أمام إنهاء حرب غزة,جورنالات بلادي,قال منتدى عائلات الرهائن الإسرائيليين المحتجزين في غزة، السبت، إن رئيس الوزراء بنيامين نتانياهو يمثّل “عقبة” أمام إنهاء الحرب وإطلاق سراح المحتجزين,147,22,0,0,1,1,0,0
حروب انتخابات 2026 بدات بكري.. البام تحرك فإقليم الجديدة وبدا حملة استقطاب مستشارين ومنتخبين تمردو على قرارات الأحرار,آش واقع,علمت “گود” أن قيادات في حزب الأصالة والمعاصرة، عقدت لقاءات موسعة مع فعاليات ومنتخبين بإقليم الجديدة، من أجل تغيير ميزان القوى داخل بعض جماعات إقليم، عبر استقطاب منتخبين من حزب التجمع الوطني للأحرار، خاصة بعد صدور قرارات قضائية لصالح ثلاثة مستشارين من جماعة لغديرة كانوا قد فقدوا عضويتهم بسبب خلافات داخل المجلس.,311,52,0,0,1,1,0,0
مارك زوكربوركَ ولا ثاني أغنى رجل فالعالم.. ها شحال وصلات الثروة ديالو,الرئيسية,قدر مول “فايسبوك” وشركة “ميتا فيرس” مارك زوكربورغ، أنه يفوت الملياردير المشهور جيف بيزوس، مول “أمازون” وولا هو ثاني أغنى رجل في العالم في هاد الوقت.,148,26,0,0,0,0,1,1
حرية تداول المعلومات غادي تجمع اليوم خبراء وأكاديميون فالمجلس الوطني لحقوق الإنسان,آش واقع,غادي يحتضن المجلس الوطني لحقوق الإنسان، زوال اليوم الخميس 12 يونيو 2025، حلقة جديدة من سلسلة “أكورا حقوق الإنسان” يتمحور موضوعها حول: “حرية تداول المعلومات، دعامة لتعزيز فعلية ممارسة حرية التعبير”.,197,31,0,1,0,1,0,1
لونكيط سالات مع الطاشرون الملوكي وشريكو برادة عضو مجلس جهة فاس صحاب مجموعة “المجد” للاستثمار,آش واقع,علمت “كود”، من مصادر مطلعة، أن عناصر الفرقة الجهوية للشرطة القضائية بمدينة فاس، أنهى أخيرا، الأبحاث التمهيدية التي أمرت بإجرائها النيابة العامة مع كل من المقاولين بدر برادة (عضو بمجلس جهة فاس مكناس) وشريكه عبد المالك الملوكي أصحاب مجموعة “مجد للاستثمار”، بالإضافة إلى الممثلة القانونية لهذه المجموعة العقارية شرافة الإدريسي القبي.,330,51,0,0,1,1,0,1
رئيس مجلس النواب دار مباحثات مع رئيسة الجمعية الوطنية الفرنسية: تأكيد على قوة الشراكة البرلمانية بين البلدين,آش واقع,أجرى رئيس مجلس النواب مباحثات رفيعة المستوى مع رئيسة الجمعية الوطنية الفرنسية، بحضور سفيرة المغرب بفرنسا والنائبين الحسين وعلال ولطيفة لبليح، وذلك في سياق مشاركته في أشغال الدورة الخمسين للجمعية البرلمانية للفرنكوفونية.,219,32,0,0,1,1,0,0
الـ “bnpj” خدامة كتعمق البحث حول وجود شبهة اختلالات مالية فدوزيم.. وها لمن استمعت اليوم,ميديا وثقافة,كشف محمد الغلوسي، رئيس الجمعية المغربية لحماية المال العام، أن الفرقة الوطنية للشرطة القضائية بالدار البيضاء مازال مواصلة تعميق الأبحاث بخصوص افتراض وجود شبهة اختلالات مالية بالقناة الثانية (دويم).,197,29,0,0,1,1,0,0
بتعاون استخباراتي مغربي وفرنسي. توقيف داعشية كتقرا فأحد المعاهد التقنية العليا: خططات لعمل إرهابي خطير. الهدف منشأة دينية فالرباط,آش واقع,تمكن المكتب المركزي للأبحاث القضائية على ضوء معلومات استخباراتية دقيقة وفرتها المديرية العامة لمراقبة التراب الوطني، أمس الجمعة، من توقيف متطرفة موالية لتنظيم “داعش” الإرهابي، تبلغ من العمر 21 سنة وتتابع دراستها في أحد المعاهد التقنية العليا، وذلك للاشتباه في تورطها في الإعداد والتحضير لتنفيذ مخطط إرهابي بالغ الخطورة يستهدف المساس الخطير بالنظام العام.,354,54,0,0,0,1,0,1
منسق جديد لـ”الأحرار” بالرباط لمواجهة مناورات البام وتصحيح إخفاقات وفشل المنسق السابق البحراوي,آش واقع,كشفت مصادر “كود” أن حزب التجمع الوطني للأحرار طلق دينامية تنظيمية جديدة باش يعاود يرتب البيت الداخلي، وذلك بعد صراعات وتصفيات حسابات بين المنتخبين خصوصا بجماعة الرباط وباقي مقاطعات المدينة.,189,30,0,0,1,0,0,1
المنتخب المغربي عرف المنافسين ديالو فكاس إفريقيا 2025 وها مع من جا فالگروب,كود سبور,تعرف المنتخب الوطني المغربي على المنافسين ديالو في كأس أمم أفريقيا “المغرب2025”. وحطت قرعة كاس افريقيا اللي تسحبت، اليوم الاثنين بالعاصمة الرباط، المنتخب الوطني المغربي فالگروب 1 مع منتخبات مالي، زامبيا، جزر القمر.,214,33,0,0,1,0,0,1
مكناس لاس فيگاس د الأطلس.. عاصمة الكاس والبسباس ولي زارها ماعندو باس,الرئيسية,” بْلا أطلسي وبْلا ميدي-تراني، ساهل تكون مكناسي حيت مدينة ديال الدخلاني و البراني ،ممكن نسميوها “لاس فيغاس د الأطلس” لحقاش مدينة ديال لبارح و اليوم ، ديال مجامر الزَاوْيا ومْجامر الشيشة، ديال الخْمرة الإلهية والخمرة العِنبية، كلشي مسقي بميهة وحدة … ولي تعجب يتبلا ! ”,267,47,0,0,1,0,0,0
مكافحة الإرهاب وأمن الحدود جمع الجيش المغربي والموريتاني,آش واقع,أفاد الجيش الموريتاني أن ورشة عمل حول المقاربة الأمنية لمكافحة الإرهاب ومراقبة الحدود جمعت ممثلين معه رفقة ضباط من القوات المسلحة الملكية المغربية، يومي 9 و10 شتنبر الجاري.,172,28,0,1,1,0,0,1
وصية البابا اللخرة.. طموبيلتو ترجع عيادة متنقلة مختصة ف علاج الدراري د غزة (تصويرة),جورنالات بلادي,بعد وفاته، حملت الوصية الأخيرة للبابا فرنسيس الذي رحل في 21 أبريل الماضي، طلباً إنسانياً بخصوص أطفال قطاع غزة.,110,19,0,1,0,1,0,1
مصادر رجاوية: الاتحادي بنعتيق ناوي يترشح لرئاسة الرجا,كود سبور,ناوي عبد الكريم بنعتيق الوزير السابق المنتدب لدى وزير الخارجية المكلف بالمغاربة المقيمين بالخارج وشؤون الهجرة في حكومة العثماني 2017، والقيادي بحزب الاتحاد الاشتراكي للقوات الشعبية، الترشح لرئاسة الرجاء الرياضي خلال المرحلة المقبلة.,232,33,0,0,1,1,0,0
رئيس مجلس الشيوخ الفرنسي عجباتو مدينة المهن والكفاءات فالعيون,آش واقع,زار رئيس مجلس المستشارين محمد ولد الرشيد، ورئيس مجلس الشيوخ الفرنسي، جيرارد لارشي، والوفد البرلماني رفيع المستوى اللي معاه، فضلا عن والي جهة العيون الساقية الحمراء، عبد السلام بكرات، ورئيس جهة العيون الساقية الحمراء، سيدي حمدي ولد الرشيد، ورئيس جماعة العيون، مولاي حمدي ولد الرشيد، مدينة المهن والكفاءات بمدينة العيون.,318,50,0,0,1,1,0,1
شركة إسرائيلية علنات بداية تصنيع الدرونات الحربية فالمغرب,آش واقع,فبيان ليها قالت شركة BlueBird الإسرائيلية التابعة لمجموعة الصناعات الجوية (IAI) ، بلي غاتبدى تصنيع طائرات مسيرة من طراز “SPY‑X” فالمغرب.,136,21,1,0,1,0,0,1
مهرجان مراكش كيكرم جوج من كبار الفن السابع: شون پين وكروننبورگ وزادو معاهم لمشرقي,ميديا وثقافة,مهرجان مراكش السينمائي غادي يكرم فدورة 2024 جوج من كبار نجوم الفن السابع. جوج كبار بزاف وهما: الممثل والمخرج الأمريكي المتوج بجائزة الأوسكار شون پين، والمخرج الكندي ديفيد كروننبرگ. مع هاد العمالقة غادي يتم تكريم الفنانة المغربية الراحلة نعيمة لمشرقي.,250,40,0,0,1,1,0,1
زيارة مفاجئة.. الأمير هاري وصل لأوكرانيا,تبركيك,وصل الأمير البريطاني هاري، الجمعة، إلى أوكرانيا في زيارة مفاجئة لدعم الجنود المصابين. وهذه هي المرة الثانية التي يزور فيها الأمير البلاد وهي بين الدول التي تتنافس لاستضافة دورة ألعاب إنفيكتوسخلال 4 سنوات.,204,33,0,0,1,1,0,1
شنو غايكون السبب؟ الجمهور حاضر فالتيران بين الزمامرة والكوديم بعدما تمنع فماتش الوداد,كود سبور,استغرب الرأي العام الرياضي، وهو كايتفرج فهاد اللحظات من اليوم السبت فماتش نهضة الزمامرة والنادي المكناسي فتيران أحمد شكري بالزمامرة، برسم الدورة 16 من البطولة الاحترافية بحضور الجمهور بالملعب بشكل عادي، وبالمقابل منع الجمهور من الحضور لنفس الملعب قبل أقل من سيمانا لحضور ماتش الزمامرة والوداد الرياضي ضمن الجولة 15 بنفس الملعب.,327,52,0,0,1,1,0,1
اسبانيا كتراهن على نجاح وساطة ميريكان بين المغرب والجزائر,آش واقع,قالت مصادر حكومية إسبانية بلي مدريد كتراهن على نجاح الوساطة الأمريكية باش تسالي حالة القطيعة بين المغرب والجزائر، وإعادة إطلاق مسار التعاون المغاربي الذي تعطل لسنوات، بما فيه تشغيل أنبوب الغاز المغاربي الأوروبي.,211,33,0,0,1,1,0,0
بعد جبران.. الوداد باغيين يرجعو عطية الله,كود سبور,قريب يرجع يحيى عطية الله للوداد الرياضي، بعدما توصل الأخير لاتفاق مع يحيى جبران باش يرجع للفريق الاحمر.,103,18,0,0,1,1,0,0
ف حادثة غامضة.. المتهم في السرقة المشهورة ديال كيم كارداشيان ف باريس مات قبل مايجي للمحكمة,تبركيك,مات ماركو باومرتنر، المشتبه به في عملية سرقة كيم كارداشيان الشهيرة في باريس سنة 2016، وذلك قبل تقديمه للمحاكمة التي من المقررة أن يخضع لها في العاصمة الفرنسية باريس.,165,29,0,0,1,0,0,1
راجل و مراتو قلبوها تبزنيس فطنجة.. لابيجي لقات عندهم الفانيد والهيرويين ولغبرا وفلوس صحيحة (تصاور),آش واقع,أحالت عناصر الشرطة القضائية بمدينة طنجة، أمس الإثنين، على النيابة العامة المختصة، شخص من ذوي السوابق القضائية رفقة زوجته من أجل تورطهما في حيازة 1781 قرص مخدر.,159,27,0,0,1,1,1,1
توقع باش يكون مجلس وزاري برئاسة سيدنا هاد السيمانة,آش واقع,عاد الحديث عن قرب تعيين عدد من الولاة والعمال بعد تأجيلها لمرات عديدة، إذ يتوقع أن يتم الإفراج عن اللائحة بشكل رسمي، وذلك خلال مجلس وزراء الذي يتوقع أن يرأسه الملك محمد السادس يوم الخميس المقبل.,194,36,0,0,0,1,0,1
كانت ناوية تهربهم للمغرب.. امراة روشيرشي بمذكرة اعتقال أوروبية تشدات ف تراخال بسباب اختطاف قاصرين بلجيكيين,آش واقع,شدات الشرطة الإسبانية ف معبر تراخال، السبت الفايت، امراة موضوع مذكرة توقيف أوروبية صادرة عن السلطات القضائية البلجيكية. وتواجه المرأة المعتقلة تهم الاختطاف والاحتجاز غير القانوني لقاصرين.,187,27,0,0,0,0,0,1
عام نافذ ديال الحبس فحق مديرة فنية ويوتوبر معروفة ففاس: قالت على مرا وبنتها “فاسدات” ووجهات اتهامات للنيابة العامة,آش واقع,أصدرت غرفة الجنح التلبسية بالمحكمة الابتدائية بمدينة فاس، زوال اليوم الخميس، حكمها في حق “يوتيوبر” مديرة فنية في ميدان الغناء، وذلك على خلفية تورطها في قضية تتعلق ببث وتوزيع ادعاءات بقصد المس بالحياة الخاصة بالأشخاص والتشهير بهم.,229,37,0,0,1,1,0,1
روينة فمطار العيون بعدما تأجلت الرحلات الجوية.. والمواطنين حيحو وغاضبين على المسؤولين -تصاور,آش واقع,علمت “كود” من مصدر مطلع، أن مطار العيون كيعيش على وقع فوضى عارمة، بعدما تأجلوا الرحلات الجوية من العيون صباحا ومساءا.,117,21,0,0,1,1,0,0
حموشي صدر ترقية استثنائية للبوليسي اللي قتلو مصطي فإيموزار كندر,آش واقع,أوقفت عناصر الأمن الوطني بمفوضية الشرطة بمدينة إيموزار، مساء اليوم الخميس 21 غشت الجاري، شخصا يبلغ من العمر 63 سنة، تبدو عليه علامات الخلل العقلي والاندفاع الشديد، وذلك بعدما تورط في الاعتداء الجسدي على موظف شرطة باستخدام السلاح الأبيض، مما أفضى إلى وفاته.,256,43,0,1,1,1,0,1
دراسة: ثلث الكائنات الحية على الأرض تقدر تنقرض بحلول عام 2100,تبركيك,أظهرت دراسة جديدة أن ما يقارب ثلث الكائنات الحية حول العالم معرضة لخطر الانقراض بحلول نهاية القرن.,98,17,0,0,0,1,1,0
ضربة أمنية صحيحة.. حجز أزيد من 10 آلاف قرقوبية فوجدة: دخلات من الشمال والبوليس شدو جوج,آش واقع,تمكنت عناصر الشرطة بولاية أمن وجدة بتنسيق مع مصالح المديرية العامة لمراقبة التراب الوطني، مساء أمس الخميس 26 يونيو الجاري، من حجز 10 آلاف و820 قرصا طبيا مخدرا وتوقيف شخصين يشتبه في ارتباطهما بشبكة إجرامية تنشط في ترويج المخدرات والمؤثرات العقلية.,246,41,0,1,1,1,1,1
سيدنا يغادر كازا.. ومجلس وزاري مرتقب فالساعات لي جاية,آش واقع,غادر الملك محمد السادس، عشية أمس الثلاثاء، الدار البيضاء، متوجها إلى مدينة الرباط. ومن المتوقع أن يرأس سيدنا في العاصمة الإدارية، فالساعات لي جاية، مجلسا للوزارء، ولي من المرتقب يشهد جدول أعماله التأشير على تعيينات في مؤسسات كبرى وشركات عمومية وحركة تغييرات في صفوف الولاة والعمال.,281,46,0,0,1,1,0,0
عصيد لـ”كود”: إعفاء الواليين الجامعي وشوراق منطقي ومطابق لقرار الدولة وكان عليهم اتباع القرار الرسمي المعلن عنه وماشي التقاليد,آش واقع,قال الكاتب والباحث أحمد عصيد، في تصريح ل”كود”، إن “إعفاء واليي كل من جهتي فاس ومراكش منطقي تماما ومطابق لقرار الدولة، ذلك أن المسؤولين معا ملزمان باتباع القرار الرسمي المعلن عنه وليس تقاليد المناطق”.,199,34,0,0,1,1,0,1
إنييستا كيدافع على الملف الثلاثي لمونديال 2030 : كاينة جميع المقومات لتحقيق نجاح كبير فاسبانيا والبرتغال والمغرب,كود سبور,صرح أسطورة كرة القدم الإسبانية لإذاعة كادينا سير، أن إمكانيات الترشيح الثلاثي لكأس العالم 2030، أكبر من تلك التي كانت في عام 1982، وأضاف قائلا: “كاينة جميع المقومات لتحقيق نجاح كبير في إسبانيا والبرتغال والمغرب”.,212,35,0,0,1,1,0,0
إحباط محاول لتهريب كميات كبيرة ديال الغبرا فمعبر الكركارات.. وها التفاصيل,آش واقع,حبطات المصالح الأمنية بالمعبر الحدودي الكركرات زوال اليوم الثلاثاء، محاولة لتهريب كميات كبيرة من المخدرات الصلبة، وذلك خلال تفتيش شاحنة قادمة من إحدى دول إفريقيا جنوب الصحراء.,175,27,0,0,1,1,0,1
مغربي غادي يتحاكم ف فرنسا بسباب تزعمو لريزو متخصص ف غسل الفلوس,جورنالات بلادي,قالت وسائل إعلام فرنسية، إن القضاء وجه رسميا تهمة “غسل الأموال والاحتيال وإساءة استخدام أصول الشركة” إلى شخص يحمل الجنسية المغربية و3 ديال الأشخاص آخرين من بينهم امراة.,168,28,0,0,1,0,0,1
مبابي: ديمبيلي كايستاهل الكورة الذهبية راني مساند له كانتمنى حكيمي يحتل مركز مزيان,كود سبور,اعتبر الدولي الفرنسي كيليان مبابي نجم ريال مدريد وصاحب الدولي المغربي أشرف حكيمي، أن الفرنسي عثمان ديمبيلي لاعب باريس سان جرمان الفرنسي هو اللي يستاهل الكورة الذهبية وعبر على المساندة ديالو له، فالمنافسة على البالون دور وتمنى أن حكيمي يحتل مركز متقدم فالجائزة.,260,43,0,0,1,1,0,0
عمل بطولي.. واحد السيد وولدو عتقو راجل كان غايتحرق وسط الطوموبيل ديالو (فيديو),كود-تيفي,نتاشر واحد الفيديو كَيبيّن اللحظة اللي شاب وباه كينقذو راجل مجروح، كان واحل فواحد الطوموبيل محطمة وشاعلة فيها العافية.,118,19,0,0,0,0,0,1
عمر السومة موحال يلعب مع الوداد ضد مانشستر سيتي,كود سبور,غالبا ما غايلعبش الدولي السوري عمر السومة مع الوداد الرياضي، اول ماتش فكاس العالم للاندية اللي غايكون ضد مانشستر سيتي النگليزي.,127,21,0,0,1,1,0,0
ها آخر تطورات مشروع أنبوب الغاز نيجيريا-المغرب.. شركة غا دار وتحضير لاتخاذ قرار الاستثمار النهائي,آش واقع,كشفات وزيرة الانتقال الطاقي والتنمية المستدامة، ليلى بنعلي، اليوم الثلاثاء، أمام مجلس المستشارين، عن آخر تطورات مشروع أنبوب الغاز الإفريقي-الأطلسي (نيجيريا-المغرب).,164,21,0,0,1,1,0,0
الأموال ديال بصح.. عالم آثار لقا 250 باطو غارق فيه 22 طن ديال الذهب والفضة,تبركيك,تم العثور على نحو 250 سفينة غارقة مليئة بالذهب والفضة قبالة سواحل البرتغال. وتحتوي إحداها فقط على ما يصل إلى 22 طنا من الذهب والفضة.,132,25,0,0,1,0,1,0
فضيحة: الرجا بطل المغرب وكاس العرش بلا خسارة تعقدت مهمتو فگروبات شومبيونزليگ بتعادل مع ليفار اللي تأهلو بجدارة وحصيلة الخضرا مع هالا كارثية وحتى ايام البدراوي كانت احسن منها,كود سبور,تعقدت مهمة الرجاء الرياضي في دوري أبطال إفريقيا، من مرحلة المجموعات في فضيحة كبيرة لبطل المغرب الموسم الماضي واللي ربح ازدواجية البطولة وكاس العرش بلا حتى شي خسارة، ولقى راسو هذا الموسم ما قادرش حتى يدافع على الحظوظ ديالو للتأهل إلى ربع نهائي شومبيونزليگ، وبالمقابل نجح الوصيف ديالو فالموسم الماضي، وحسم التأهل إلى الربع.,321,54,0,0,1,1,0,0
اليمن..الطاقة النظيفة بلاصت البترول “عتقات” القطاع الصحي من الانهيار,آش واقع,تعرض القطاع الصحي في اليمن لأزمات وصلت إلى حد الانهيار بسبب الظروف السيئة التي تمر بها البلاد في السنوات الماضية، ولانعدام الطاقة الكهربائية التي تعتمد عليها المستشفيات والمراكز الصحية في التشغيل اليومي.,203,32,0,0,1,1,0,0
صهد “توجه” الداخلية لتحديد مدة ولايات رؤساء الأحزاب في ولايتين فقط شعل نقاش فالسوشل ميديا..ناس عيات من زعماء من عهد “الحسن الثاني” وبقاو شادين فمناصبهم وخاص زعماء العهد الجديد,آش واقع,“گود” كانت أول جورنال نشر خبر ديال أن وزارة الداخلية، برئاسة لفتيت غادة في اتجاه تقدم تعديلات على قانون الأحزاب لي غيحدد مدة سقف الولايات ديال أي رئيس حزب، في ولايتين.,167,31,0,0,0,1,0,1
بعد الهجوم السيبراني لي تعرض ليه الضمان الاجتماعي.. اللجنة الوطنية لمراقبة حماية المعطيات الشخصية: حارصين على التحسيس بمخاطر استخدام البيانات بيرسونيل,آش واقع,أعلنت اللجنة الوطنية لمراقبة حماية المعطيات ذات الطابع الشخصي حرصها على تحسيس كافة فئات العموم بشأن المخاطر المرتبطة باستخدام البيانات ذات الطابع الشخصي، التي قد تكون مسربة أو منشورة على قنوات غير مرخصة، وذلك على إثر سلسة هجمات سيبرانية أدت، على الخصوص، إلى تسريب معطيات للصندوق الوطني للضمان الاجتماعي.,303,49,0,0,0,0,0,1
خبير عسكري لـ “گود”: المقذوفات ديال البوليساريو من نوع “گراد بي11” ومداها يصل 11 كلم وكتزيدها فالحشوة باش توصل 60 كلم,آش واقع,أفاد خبير عسكري ل “گود”، أن نوع المقذوفات الاي سقطت بمدينة السمارة، زوال اليوم الجمعة الموافق لتاريخ 27 يونيو 2025، يتعلق بمقذوفات گرادB11.,139,23,0,1,1,0,0,0
وهبي: إذا نجحت في إلغاء عقوبة الإعدام فقط.. فيكفي باش نعترفو أنك وزير عدل استثنائي,آراء,السيد عبد اللطيف وهبي من الوزراء القادرين على إثارة الجدل، أي ماشي من الوزراء الذين يمرون بصمت، لدرجة حتى حد مكيرد ليهوم البال، واش كاينين ولا ماكاينينش، لدرجة يمكن نقولو أنه ورئيس الحكومة والوزير المنتدب المكلف بالميزانية فوزي لقجع هوما لي معروفين عند المغاربة العاديين فهاد الحكومة الحالية.,292,48,0,0,0,1,0,0
الرئيس الموريتاني السابق المتابع بتهم الفساد: ثروتي مصدرها الرئيس الحالي وجابلي عشرة مليون دولار ويورو فاش خرجت من الرئاسة وخلى عندو كثر منها,آش واقع,أفاد الرئيس الموريتاني السابق، محمد ولد عبد العزيز، خلال مثوله الذي دام لساعات أمام الغرفة الجزائية الجنائية بمحكمة الاستئناف بنواكشوط الغربية، الإثنين، أن الجزء الامبر من ثروته مصدره الرئيس الموريتاني الحالي محمد ولد الشيخ الغزواني.,233,35,0,0,1,1,0,0
نظام العسكر كيستهدف دول مع المغرب فملف الصحرا.. عطاف تلاقى بوزراء خارجية غامبيا وجزر القمر وزامبيا وها علاش,آش واقع,على هامش أشغال المجلس التنفيذي للاتحاد الإفريقي، تلاقى وزير الخارجية الجزائري أحمد عطاف نظراءو من غامبيا وجزر القمر وزامبيا، وهي دول سبق ليها عبرات بوضوح عن دعمها لوحدة المغرب الترابية من خلال فتح قنصليات لها فالأقاليم الجنوبية للمملكة.,236,38,0,0,1,1,0,1
النيابة العامة ففاس هبطات محامي لحبس بوركايز: ها كيفاش قولب متقاضية ففلوس صحيحة وصلات لـ44 مليون,آش واقع,علمت “كود”، من مصادر مطلعة، أن وكيل الملك لدى المحكمة الابتدائية بمدينة فاس، قرر مساء اليوم الأربعاء، إيداع محام بالمدينة، السجن المحلي بوركايز، في انتظار مثوله أمام غرفة الجنح التلبسية على خلفية تورطه في قضية تتعلق ب”خيانة الأمانة”.,233,38,0,0,1,0,0,1
دار فعلتو على طريقة البابجي.. مراهق دار الرعب فشارع فتركيا (فيديو),الرئيسية,البوليس التركي كيقلب على درّي مراهق سرق سلاح وقرطاس من مركز ديال الرماية، وحاول ياخد طوموبيل بالقوة، بطريقة كتفكر ف لعبة “بابجي” اللي مشهورة فالتليفونات.,153,25,0,0,1,0,0,1
كانت غا توقع كارثة جديدة ف السما.. طيارة هندية اضطرات تهبط بعد ما خسر ليها الموطور,تبركيك,قالت هيئة تنظيم الطيران فالهند البارح الاثنين، باللي طيّارة ديال الخطوط الجوية الهندية (إير إنديا) من نوع بوينغ 777 تضطرات ترجع من الرحلة ديالها بعدما الطيارين حبسو واحد المحرك بسبب هبوط فضغط الزيت، حسب وكالة رويترز.,216,36,0,0,1,1,1,1
الديوانة حجزات كمية كبيرة من الكوكايين فكاميو بمعبر الكركرات,آش واقع,أفادت مصادر محلية بالداخلة، أن عناصر الجمارك العاملة بالمعبر الحدودي الكركرات، تمكنت زوال اليوم الثلاثاء، من حجز أزيد من 183 كيلو غرام من المخدرات الصلبة الكوكايين.,164,26,0,0,0,1,1,1
هجوم روسي كبير بالصوارخ الباليستية استهدف مدينة خاركوف,جورنالات بلادي,أعلن رئيس بلدية خاركوف إيغور تيريخوف، صباح الأربعاء، أن “هجوما صاروخيا ضخما” ضرب مدينة خاركوف في شمال شرق أوكرانيا.,115,19,0,0,1,1,0,1
البطولة.. موعد ماتش الوداد والحسنية تبدل بسبب الرگبي,كود سبور,تقرر تغيير ماتش الوداد الرياضي والضيف ديالو حسنية أكادير برسم الجولة 21 من البطولة الاحترافية من الاحد الجاي ليوم السبت المقبل.,127,21,0,0,1,1,0,1
تدشين تاريخي غادي يديرو سيدنا. غاديين نلعبو فالطوب فالعالم فصناعة الطائرات,آش واقع,من المتوقع يدشن سيدنا اليوم الأثنين 13 اكتوبر 2025 مصنع كبير كيهم صناعة الطيارات. المصنع غادي يدخل المغرب لمصاف كبريات الدول فهاد القطاع. يعني من الطوب 5 فالعالم.,162,28,0,0,1,0,0,1
مصطفى ماء العينين: الجزاير والبوليساريو كيتحملو مسؤولية الاختفاء القسري ديال الخليل أحمد من سنة 2009 وهذا مصير اللي يفضح انتهاكاتهم,آش واقع,سلط المدافع عن حقوق الإنسان، مصطفى ماء العينين، اليوم الأربعاء 10 شتنبر 2025، الضوء على الوضع المزري في مخيمات تندوف، عبر مداخلة له في الاجتماع الخامس لمجلس حقوق الإنسان المنعقد بجنيف السويسرية.,194,32,0,1,0,1,0,0
بعد مفاوضات ماراثونية مع وزارة المالية.. وهبي عتق المحاكم من الشلل بهاد المرسوم لي صادقت عليه الحكومة,آش واقع,أزمة شلل المحاكم بعد إضرابات كثيرة داروها كتاب الضبط، بحيث صادقت الحكومة، الجمعة الماضي، على مشاريع مراسيم كتهم وضعية هاد الفئة المظلومة في سلك العدالة بالمغرب، واللي تم انصافها أكثر بامتيازات وحقوق جديدة تزادت ليهم.,216,35,0,0,1,1,0,1
هاد الحزب قدم مقترح قانون على العنف ضد لعيالات.. ها شكون وها أش فيه,آش واقع,علمت “كود” أن الفريق الحركي وضع مقترح قانون يقضي بتتميم الفصل 1-447 من القانون رقم 103.13 المتعلق بمحاربة العنف ضد النساء.,122,21,0,0,0,1,0,1
وكيل الملك ف كازا هبط المؤثرة سكينة بنجلون لمعروفة بصاحبة “أغلى طلاق” الحبس وها علاش,تبركيك,قرر وكيل الملك بالمحكمة الزجرية ديال عين السبع بكازا، العشية ديال اليوم الخميس متابعة المؤثرة سكينة بنجلول المعروفة بلقب صاحبة أغلى طلاق في حالة اعتقال، وإيداعها سجن عكاشة مع إحالة ملفها على هيئة الجنحي التلبسي من أجل محاكمتها .,228,39,0,0,0,0,0,1
ابتدائية مراكش ضربات ݣزار والمساعد ديالو بالحبس النافذ بسباب ترويج لحوم فاسدة,آش واقع,المحكمة الابتدائية فمدينة مراكش حكمات ليلة، الجمعة 5 دجنبر، بالحبس النافذ فحق ݣزار والمساعد ديالو بتهمة ترويج كميات كبيرة ديال اللحوم الفاسدة وغير صالحة للاستهلاك، واللي كانت غادي تضر صحة المواطنين.,198,31,0,1,1,1,0,1
تصريحات صادمة.. الممثلة الميريكانية بروك شيلدز: تعرضت للاغتصاب فبداية المسيرة الفنية ديالي فهوليود,ميديا وثقافة,كشفات الممثلة الميريكانية بروك شيلدز فواحد الفيلم الوثائقي سميتو «Pretty Baby: Brooke Shields» لي تطلق أول مرة ف “مهرجان سندانس السينمائي”، أنها تعرضات للاغتصاب فبداية المسيرة الفنية ديالها ف هوليود.,199,30,1,0,0,1,1,1
